Längd;Antal;Datum;Art;Mån;År;Län;Område;Redskap
120;1;2003-06-03;Strömming;6;2003;Stockholm;Furusund;Sprängning
130;1;2003-06-03;Strömming;6;2003;Stockholm;Furusund;Sprängning
95;1;2003-06-04;Strömming;6;2003;Stockholm;Furusund;Sprängning
120;1;2003-06-04;Strömming;6;2003;Stockholm;Furusund;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
60;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
145;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
135;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
110;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
165;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
175;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
110;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
115;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
135;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
115;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
140;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
150;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
110;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
135;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
115;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
145;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
125;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
125;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
140;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
145;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
115;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
150;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
110;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
155;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
120;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
150;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
115;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
110;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
80;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
115;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
140;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
130;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
105;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
140;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
110;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
150;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
115;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
75;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
95;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
140;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
100;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
90;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
115;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
70;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
85;1;2003-06-05;Strömming;6;2003;Uppsala;Forsmark;Sprängning
35;1;2003-05-30;Stubb;5;2003;Kalmar;Mönsterås;Sprängning
35;1;2003-05-30;Stubb;5;2003;Kalmar;Mönsterås;Sprängning
40;1;2003-05-29;Stubb;5;2003;Kalmar;Mönsterås;Sprängning
40;1;2003-05-29;Stubb;5;2003;Kalmar;Mönsterås;Sprängning
30;1;2003-05-29;Stubb;5;2003;Kalmar;Mönsterås;Sprängning
45;1;2003-05-29;Stubb;5;2003;Kalmar;Mönsterås;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
35;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
70;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-06-01;Stubb;6;2003;Östergötland;Kvädö;Sprängning
40;1;2003-06-02;Stubb;6;2003;Östergötland;Kvädö;Sprängning
45;1;2003-06-03;Stubb;6;2003;Östergötland;Kvädö;Sprängning
45;1;2003-06-04;Stubb;6;2003;Östergötland;Kvädö;Sprängning
55;1;2003-06-05;Stubb;6;2003;Östergötland;Kvädö;Sprängning
30;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-26;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-21;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-16;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-11;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-06;Stubb;5;2003;Östergötland;Kvädö;Sprängning
35;1;2003-05-01;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-04-26;Stubb;4;2003;Östergötland;Kvädö;Sprängning
60;1;2003-04-21;Stubb;4;2003;Östergötland;Kvädö;Sprängning
50;1;2003-04-16;Stubb;4;2003;Östergötland;Kvädö;Sprängning
50;1;2003-04-11;Stubb;4;2003;Östergötland;Kvädö;Sprängning
45;1;2003-04-06;Stubb;4;2003;Östergötland;Kvädö;Sprängning
45;1;2003-04-01;Stubb;4;2003;Östergötland;Kvädö;Sprängning
34;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
30;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
30;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
35;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
30;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
70;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
35;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
70;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
60;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
50;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
45;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
55;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
65;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
40;1;2003-05-31;Stubb;5;2003;Östergötland;Kvädö;Sprängning
35;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
40;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
35;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
40;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
40;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
40;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
40;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
35;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
35;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
40;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
40;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
40;1;2003-06-02;Stubb;6;2003;Stockholm;Nynäs/Utö;Sprängning
40;1;2003-06-03;Stubb;6;2003;Stockholm;Furusund;Sprängning
40;1;2003-06-03;Stubb;6;2003;Stockholm;Furusund;Sprängning
40;1;2003-06-03;Stubb;6;2003;Stockholm;Furusund;Sprängning
55;1;2003-06-03;Stubb;6;2003;Stockholm;Furusund;Sprängning
55;1;2003-06-03;Stubb;6;2003;Stockholm;Furusund;Sprängning
60;1;2003-06-03;Stubb;6;2003;Stockholm;Furusund;Sprängning
50;1;2003-06-03;Stubb;6;2003;Stockholm;Furusund;Sprängning
45;1;2003-06-03;Stubb;6;2003;Stockholm;Furusund;Sprängning
